Original sample number,Handle,Site name,scientificName,order,superfamily*,family,subfamily*,genus,specificEpithet,scientificNameAuthorship,organismQuantity,lifeStage,sex,sexRatio*,males,females,males and females text,recordedBy,continent,waterBody,islandGroup,island,country,stateProvince,municipality,locality,verbatimLocality,geodeticDatum,decimalLatitude,decimalLongitude,verbatimElevation,typeLocality*,verbatimDepth,year,month,day,eventDate,habitat,substrate*,vegetation*,temperature*,pH*,conductivity*,salinity*,dissolved oxygen*,basisOfRecord,nameInPaper,bibliographicCitation,comments*
050705 - 02,EA000443,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",7,adult,female,,,,7 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.5,2005,07,05,2005-07-05,lake,organic detritus,,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Leaf litter and sand. Locality 25 in Smith et al. 2011.
050705 - 02,EA000443,"Lake Biwa, South Basin","Ilyodromus intermedius Okubo, 2011",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Ilyodromus,intermedius,"Okubo, 2011",1,adult,female,,,,1 female,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.5,2005,07,05,2005-07-05,lake,organic detritus,,,,,,,published record,Ilyodromus intermedius n. sp. Okubo,"Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Leaf litter and sand. Locality 25 in Smith et al. 2011.
050822 - 01,EA000444,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",2,adult,female,,,,2 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075730,135.934040,89,,0.1,2005,08,22,2005-08-22,lake,sand,emergent macrophytes,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 in Smith et al. 2011.
050822 - 01,EA000444,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",6,adult,female,,,,6 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075730,135.934040,89,,0.1,2005,08,22,2005-08-22,lake,sand,emergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 in Smith et al. 2011.
050822 - 02,EA000445,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",19,adult,female,,,,19 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.1,2005,08,22,2005-08-22,lake,willow tree root mat,,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Willow tree root mat. Locality 25 of Smith et al. 2011.
050824 - 01,EA000446,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",61,adult,female,,,,61 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.2,2005,08,24,2005-08-24,"lake, littoral edge of lake, in lotus patch",sand,emergent macrophytes,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050824 - 01,EA000446,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",21,adult,female,,,,21 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.2,2005,08,24,2005-08-24,lake,sand,emergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050824 - 01,EA000446,"Lake Biwa, South Basin","Cypris granulata Daday, 1898",Podocopida,Cypridoidea,Cyprididae,Cypridinae,Cypris,granulata,"Daday, 1898",19,adult,female,,,,19 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.2,2005,08,24,2005-08-24,lake,sand,emergent macrophytes,,,,,,published record,Cypris. sp.,"Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050824 - 01,EA000446,"Lake Biwa, South Basin","Stenocypris hislopi Ferguson, 1969",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,hislopi,"Ferguson, 1969",6,adult,female,,,,6 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075700,135.932830,89,,0.2,2005,08,24,2005-08-24,lake,sand,emergent macrophytes,,,,,,published record,"Stenocypris hislopi Ferguson, 1969","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050826 - 01,EA000447,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",87,adult,female,,,,87 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.076000,135.934280,89,,0.5,2005,08,26,2005-08-26,"lake, littoral edge of lake, floating blanket weed",sand,emergent macrophytes,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Sand near lotus. Locality 25 of Smith et al. 2011.
050826 - 01,EA000447,"Lake Biwa, South Basin","Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",7,adult,female,,,,7 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.076000,135.934280,89,,0.5,2005,08,26,2005-08-26,lake,sand,emergent macrophytes,,,,,,published record,"Cypretta seurati Gauthier, 1929","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Sand near lotus. Locality 25 of Smith et al. 2011.
050826 - 01,EA000447,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",55,adult,female,,,,55 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.076000,135.934280,89,,0.5,2005,08,26,2005-08-26,lake,sand,emergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Sand near lotus. Locality 25 of Smith et al. 2011.
050826 - 01,EA000447,"Lake Biwa, South Basin","Stenocypris hislopi Ferguson, 1969",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,hislopi,"Ferguson, 1969",4,adult,female,,,,4 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.076000,135.934280,89,,0.5,2005,08,26,2005-08-26,lake,sand,emergent macrophytes,,,,,,published record,"Stenocypris hislopi Ferguson, 1969","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Sand near lotus. Locality 25 of Smith et al. 2011.
050828 - 01,EA000448,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",66,adult,female,,,,66 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.4,2005,08,28,2005-08-28,lake,sand,emergent macrophytes,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050828 - 01,EA000448,"Lake Biwa, South Basin","Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",2,adult,female,,,,2 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.4,2005,08,28,2005-08-28,lake,sand,emergent macrophytes,,,,,,published record,"Cypretta seurati Gauthier, 1929","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050828 - 01,EA000448,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",72,adult,female,,,,72 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.4,2005,08,28,2005-08-28,lake,sand,emergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050828 - 01,EA000448,"Lake Biwa, South Basin","Cypris granulata Daday, 1898",Podocopida,Cypridoidea,Cyprididae,Cypridinae,Cypris,granulata,"Daday, 1898",2,adult,female,,,,2 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.4,2005,08,28,2005-08-28,lake,sand,emergent macrophytes,,,,,,published record,Cypria sp. [sic],"Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 of Smith et al. 2011.
050828 - 01,EA000448,"Lake Biwa, South Basin","Stenocypris hislopi Ferguson, 1969",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,hislopi,"Ferguson, 1969",3,adult,female,,,,3 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.4,2005,08,28,2005-08-28,lake,sand,emergent macrophytes,,,,,,published record,"Stenocypris hislopi Ferguson, 1969","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Coarse sand near lotus. Locality 25 in Smith et al. 2011.
050829 - 03,EA000450,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",23,adult,female,,,,23 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Moriyama,Imahama-cho,South Basin,WGS84,35.122100,135.943150,89,,0.15,2005,08,29,2005-08-29,lake,sand,,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Sandy beach with washed up macrophytes. Locality 18 of Smith et al. 2011.
051114 - 01,EA000451,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",1,adult,female,,,,1 female,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075780,135.932580,89,,0.01,2005,11,14,2005-11-14,lake,mud,emergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Mud around reeds. Locality 25 of Smith et al. 2011.
051114 - 01,EA000451,"Lake Biwa, South Basin","Ilyodromus intermedius Okubo, 2011",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Ilyodromus,intermedius,"Okubo, 2011",6,adult,female,,,,6 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075780,135.932580,89,,0.01,2005,11,14,2005-11-14,lake,mud,emergent macrophytes,,,,,,published record,Ilyodromus intermedius n. sp. Okubo,"Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Mud around reeds. Locality 25 of Smith et al. 2011.
051114 - 01,EA000451,"Lake Biwa, South Basin","Stenocypris hislopi Ferguson, 1969",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,hislopi,"Ferguson, 1969",4,adult,female,,,,4 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075780,135.932580,89,,0.01,2005,11,14,2005-11-14,lake,mud,emergent macrophytes,,,,,,published record,"Stenocypris hislopi Ferguson, 1969","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Mud around reeds. Locality 25 of Smith et al. 2011.
051114 - 01,EA000451,"Lake Biwa, South Basin","Stenocypris malayica Victor & Fernando, 1981",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,malayica,"Victor & Fernando, 1981",5,adult,female,,,,5 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075780,135.932580,89,,0.01,2005,11,14,2005-11-14,lake,mud,emergent macrophytes,,,,,,published record,"Stenocypris malayica Victor & Fernando, 1981","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Mud around reeds. Locality 25 of Smith et al. 2011.
051122 - 01,EA000452,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",5,adult,female,,,,5 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075260,135.938380,89,,0.1,2005,11,22,2005-11-22,lake,sand,,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Organic rich muddy sand. Locality 18 of Smith et al. 2011.
051122 - 01,EA000452,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",16,adult,female,,,,16 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075260,135.938380,89,,0.1,2005,11,22,2005-11-22,lake,sand,,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Organic rich muddy sand. Locality 18 of Smith et al. 2011.
051122 - 01,EA000452,"Lake Biwa, South Basin","Cypris granulata Daday, 1898",Podocopida,Cypridoidea,Cyprididae,Cypridinae,Cypris,granulata,"Daday, 1898",1,adult,female,,,,1 female,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075260,135.938380,89,,0.1,2005,11,22,2005-11-22,lake,sand,,,,,,,published record,Cypris. sp.,"Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Organic rich muddy sand. Locality 18 of Smith et al. 2011.
051123 - 01,EA000454,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",16,adult,female,,,,16 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,Kitayamada-cho,South Basin,WGS84,35.036780,135.906960,89,,0.2,2005,11,23,2005-11-23,lake,sand,submergent macrophytes,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.","Sand, algae & submerged macrophytes. Locality 32 of Smith et al. 2011."
051123 - 01,EA000454,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",67,adult,female,,,,67 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,Kitayamada-cho,South Basin,WGS84,35.036780,135.906960,89,,0.2,2005,11,23,2005-11-23,lake,sand,submergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.","Sand, algae & submerged macrophytes. Locality 32 of Smith et al. 2011."
051123 - 02,EA000456,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",2,adult,female,,,,2 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,Kitayamada-cho,South Basin,WGS84,35.036990,135.907320,89,,0.1,2005,11,23,2005-11-23,lake,sand,,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.","Coarse, poorly sorted, angular sand. Locality 32 of Smith et al. 2011."
051123 - 03,EA000457,"Lake Biwa, South Basin","Bradleytriebella lineata (Victor & Fernando, 1981)",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleytriebella,lineata,"(Victor & Fernando, 1981)",1,adult,female,,,,1 female,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,Kitayamada-cho,South Basin,WGS84,35.037380,135.907600,89,,0.1,2005,11,23,2005-11-23,lake,sand,submergent macrophytes,,,,,,published record,"Bradleytriebella lineata (Victor & Fernando, 1981)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.","Coarse, poorly sorted, angular sand submergent macrophytes. Locality 32 of Smith et al. 2011."
051123 - 03,EA000457,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",40,adult,female,,,,40 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,Kitayamada-cho,South Basin,WGS84,35.037380,135.907600,89,,0.1,2005,11,23,2005-11-23,lake,sand,submergent macrophytes,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.","Coarse, poorly sorted, angular sand submergent macrophytes. Locality 32 of Smith et al. 2011."
051213 - 01,EA000458,"Lake Biwa, South Basin","Cypridopsis vidua (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,vidua,"(O. F. Müller, 1776)",9,adult,female,,,,9 females,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.1,2005,12,13,2005-12-13,lake,organic detritus,,,,,,,published record,"Cypridopsis vidua (O. F. Müller, 1776)","Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Very organic rich sediment. Locality 25 of Smith et al. 2011.
051213 - 01,EA000458,"Lake Biwa, South Basin","Ilyodromus intermedius Okubo, 2011",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Ilyodromus,intermedius,"Okubo, 2011",1,adult,female,,,,1 female,Robin J. Smith,Asia,Lake Biwa,Japanese archipelago,Honshu,Japan,Shiga Prefecture,Kusatsu,"Oroshimo, Karasuma-hanto",South Basin,WGS84,35.075690,135.933870,89,,0.1,2005,12,13,2005-12-13,lake,organic detritus,,,,,,,published record,Ilyodromus intermedius n. sp. Okubo,"Smith, R. J., Janz, H. & Okubo, I. 2011. Recent Cyprididae and Ilyocyprididae (Crustacea: Ostracoda) from Lake Biwa, Japan, including a summary of the lake's ostracod fauna. Zootaxa, 2874, 1-37.",Very organic rich sediment. Locality 25 of Smith et al. 2011.
