Original sample number,Handle,Site name,scientificName,order,superfamily*,family,subfamily*,genus,specificEpithet,scientificNameAuthorship,organismQuantity,lifeStage,sex,sexRatio*,males,females,males and females text,recordedBy,continent,waterBody,islandGroup,island,country,stateProvince,municipality,locality,verbatimLocality,geodeticDatum,decimalLatitude,decimalLongitude,verbatimElevation,typeLocality*,verbatimDepth,year,month,day,eventDate,habitat,substrate*,vegetation*,temperature*,pH*,conductivity*,salinity*,dissolved oxygen*,basisOfRecord,nameInPaper,bibliographicCitation,comments*
,EA000001,Suwa-Temple,"Hemicypris kaufmanni (Vávra, 1906)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Hemicypris,kaufmanni,"(Vávra, 1906)",,,,,,,,"Vávra, W.",Asia,,Japanese archipelago,Kyushu,Japan,Nagasaki Prefecture,Nagasaki,Kaminishiyamamachi,Suwa-Temple,,32.754291,129.881935,55,,,1902,09,14,1902/09/14,container,,,,,,,,published record,Cyprinotus kaufmanni n. sp.,"Vávra, W. 1906. Ostracoden von Sumatra, Java, Siam, dem Sandwich-Inseln und Japan. Zoologische Jahrbücher. Abteilung für Systematik, Geographie und Biologie der Tiere, 23, 413–436. ",Collected from a water basin in a temple. Vávra spelt the name of the temple incorrectly as Osawa.
,EA000002,Near Tokyo,"Candona subgibba Sars, 1926",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,subgibba,"Sars, 1926",1,adult,female,,,1,1 female,"Sars, G. O.",Asia,,Japanese archipelago,Honshu,Japan,Tokyo,,,near Tokyo,,35.680484,139.751626,,,,1926,,,1926//,pond,,,,,,,,published record,"Candona subgibba, n. sp.","Sars, G.O. 1926. Freshwater Ostracoda from Canada and Alaska. Report of the Canadian Arctic Expedition 1913-18, Vol. VII: Crustacea, Part 1: Ostracoda, 2-23.",Coordinates approximate.
,EA000003,Uemura Oike,"Notodromas trulla Smith & Kamiya, 2014",Podocopida,Cypridoidea,Notodromadidae,Notodromadinae,Notodromas,trulla,"Smith & Kamiya, 2014",,,,,,,,"Brehm, V.",Asia,Uemura Oike ,Japanese archipelago,Honshu,Japan,Nagano Prefecture,Shimoina-gun,Kami-mura,Uemura Oike (Kamimura Oike),,35.430000,138.000000,,,,1929,08,26,1929/08/26,lake,,,,,,,,published record,Notodromas monacha O. F. Muelle.,"Brehm, V. 1933. Einige japanische Ostracoden. Transactions of the Natural History Society of Formosa, 23, 297–298.",Coordinates approximate.
,EA000004,Kajiyashiki,"Notodromas trulla Smith & Kamiya, 2014",Podocopida,Cypridoidea,Notodromadidae,Notodromadinae,Notodromas,trulla,"Smith & Kamiya, 2014",,,,,,,,"Brehm, V.",Asia,,Japanese archipelago,Honshu,Japan,Niigata Prefecture,Itoigawa-shi,Kajiyashiki,,,37.058100,137.909694,,,,1933,,,1933//,pond,,,,,,,,published record,Notodromas monacha O. F. Muelle.,"Brehm, V. 1933. Einige japanische Ostracoden. Transactions of the Natural History Society of Formosa, 23, 297–298.",Coordinates approximate.
,EA000005,Hirowagara,"Cryptocandona brehmi (Klie, 1934)",Podocopida,Cypridoidea,Candonidae,Candoninae,Cryptocandona,brehmi,"(Klie, 1934)",,,female,,,,females,"Klie, Walter",Asia,,Japanese archipelago,Honshu,Japan,Gunma Prefecture,Kanra District,"Shimonita, Hirowagara","Hirowagara (Miniami-saku-gun),Prov. Shinano, Japan",,36.254729,138.754806,,,,1933,08,11,1933/08/11,cave,,,,,,,,published record,Candona brehmi n. sp.,"Klie, W. 1934. Zwei neue subterrane Ostracoden der Gattung Candona. Zoologischer Anzeiger, 106 (9), 193–199.","Pool in cave. The locality is confusing: Hirowagara, Shimano province, and Minamisaku-gun are three separate places. Coordinates given for Hirowagara (near station)."
,EA000006,Ussuriisk,"Bradleystrandesia reticulata (Zaddach, 1844) ",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Bradleystrandesia,reticulata,"(Zaddach, 1844) ",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Primorsky Krai,Ussuriisk,,,,43.807434,131.948869,,,,1947,,,1947//,,,,,,,,,published record,Eucypris affinis (Fisch.),"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000007,Lake Dal’noe,"Candona candida (O. F. Müller, 1776)",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,candida,"(O. F. Müller, 1776)",,,,,,,,"Krokhin, E. M.",Asia,Lake Dal’neye,,,Russia,Kamchatka Krai,Yelizovsky District,Lake Dal’neye,Lake Dal’noe,,52.933442,158.349221,,,,1947,,,1947//,lake,,,,,,,,published record,Candona candida (O. F. Müller),"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",See under Candona krochini in Bronstein 1947
,EA000008,Verkhoyansk,"Candona inaequivalvis Sars, 1899",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,inaequivalvis,"Sars, 1899",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Sakha Republic,Verkhoyansk,,,,67.550590,133.399399,,,,1947,,,1947//,,,,,,,,,published record,Candona inaequivalvis G. O. Sars,"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000009,Lake Dal’noe,"Candona krochini Bronstein, 1947",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,krochini,"Bronstein, 1947",,,,,,,,"Krokhin, E. M.",Asia,Lake Dal’neye,,,Russia,Kamchatka Krai,Yelizovsky District,Lake Dal’neye,Lake Dal’noe,,52.933442,158.349221,,,,1947,,,1947//,lake,,,,,,,,published record,"Candona krochini, sp. n.","Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",
,EA000010,Lake Dal’noe,"Candona lepnevae Bronstein, 1947",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,lepnevae,"Bronstein, 1947",,,,,,,,"Krokhin, E. M.",Asia,Lake Dal’neye,,,Russia,Kamchatka Krai,Yelizovsky District,Lake Dal’neye,Lake Dal’noe,,52.933442,158.349221,,,,1947,,,1947//,lake,,,,,,,,published record,"Candona lepnevae, sp. n.","Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",See under Candona krochini in Bronstein 1947
,EA000011,Verkhoyansk,"Candona oblonga Sars, 1899",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,oblonga,"Sars, 1899",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Sakha Republic,Verkhoyansk,,Environs of Berkhoyansk [sic],,67.550590,133.399399,,,,1947,,,1947//,,,,,,,,,published record,Candona oblonga G. O. Sars,"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000012,Verkhoyansk,"Candonopsis kingsleii (Brady & Robertson, 1870)",Podocopida,Cypridoidea,Candonidae,Candoninae,Candonopsis,kingsleii,"(Brady & Robertson, 1870)",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Sakha Republic,Verkhoyansk,,Environs of Verkhoyansk,,67.550590,133.399399,,,,1947,,,1947//,,,,,,,,,published record,Candonopsis kingsleii (Brady & Robertson),"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000013,Verkhoyansk,"Cypria ophtalmica (Jurine, 1820)",Podocopida,Cypridoidea,Candonidae,Cyclocypridinae,Cypria,ophtalmica,"(Jurine, 1820)",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Sakha Republic,Verkhoyansk,,,,67.550590,133.399399,,,,1947,,,1947//,,,,,,,,,published record,Cypria ophthalmica (Jurine),"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000014,Ussuriisk,"Eucypris crassa (O.F. Müller, 1785)",Podocopida,Cypridoidea,Cyprididae,Eucypridinae,Eucypris,crassa,"(O.F. Müller, 1785)",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Primorsky Krai,Ussuriisk,,,,43.807434,131.948869,,,,1947,,,1947//,,,,,,,,,published record,Eucypris crassa (O. F. Müller),"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000015,Ussuriisk,"Pseudocandona pratensis (Hartwig, 1901)",Podocopida,Cypridoidea,Candonidae,Candoninae,Pseudocandona,pratensis,"(Hartwig, 1901)",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Primorsky Krai,Ussuriisk,,Siberia from the East to Voroshilov of Ussuriisk,,43.807434,131.948869,,,,1947,,,1947//,,,,,,,,,published record,Candona pratensis Hartwig,"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000016,Verkhoyansk,"Pseudocandona rostrata (Brady & Norman, 1889)",Podocopida,Cypridoidea,Candonidae,Candoninae,Pseudocandona,rostrata,"(Brady & Norman, 1889)",,,,,,,,"Bronstein, Z. S.",Asia,,,,Russia,Sakha Republic,Verkhoyansk,,,,67.550590,133.399399,,,,1947,,,1947//,,,,,,,,,published record,Candona rostrata Brady and Norm.,"Bronstein, Z.S. (1947) Ostracoda Presnykh Vod. Fauna SSSR, Rakoobraznye, Tom 2, Vyp. 1.(Zoologicheskii Institut, Akademiya Nauk SSSR, Moscow). English translation 1988: Fresh-water Ostracoda. Fauna of the USSR. Crustaceans. Vol. 2. No. 1. Amerind Publishing Co. Pvt. Ltd., New Delhi, xv + 470 pp.",Coordinates approximate.
,EA000017,Kitovaya Bay,"Terrestricythere ivanovae Schornikov, 1969",Podocopida,Terrestricytheroidea,Terrestricytheridae,,Terrestricythere,ivanovae,"Schornikov, 1969",85,,male | female,,,,85 males & females,"Schornikov, Eugen, I.",Asia,,Kuril Islands,"Etorofu
",Japan,Hokkaido,Nemuro,"Shana (Kitovaya)
",200m SW of entrance to Kitovaya Bay,,45.254204,147.882471,0,,,1967,07,03,1967/07/03,supralittoral,,,,,,,,published record,Terrestricythere ivanovae sp. n.,"Schornikov, E. I. 1969. A new family of Ostracoda from the supralittoral zone of Kuril Islands. Zoological Journal, 48 (4), 494–498. [In Russian]",
,EA000018,Simbog-gul Cave,"Cavernocypris coreana (McKenzie, 1972)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cavernocypris,coreana,"(McKenzie, 1972)",83,adult,male | female,,,,83 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Chungcheongbuk-do,Goesan-gun,"Yeonpung-myeon, Yuha-ri","Simbog-gul Cave, at Kumdae-ri, Yeonpung-myeon, Koesan-gun, Chungcheong-puk-do, South Korea.",,36.786111,127.968889,450,,,1966,04,24,1966/04/24,cave,,,8.9,7.6,,,,published record,‘Cypridopsis’ coreana n. sp. elongata n. subsp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",
,EA000019,Sinryeong-gul Cave,"Cavernocypris coreana (McKenzie, 1972)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cavernocypris,coreana,"(McKenzie, 1972)",64,adult,male | female,,,,64 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Gangwon-do,Taebaek-si,Dongtaebaeng-ro,"Sinryeong-gul Cave, at Baegsan-ri, Changseon-eub, Samcheog-gun, Kangweon-do, South Korea.",,37.147500,129.036389,650,,,1966,04,05,1966/04/05,cave,,,8.8,7.4,,,,published record,‘Cypridopsis’ coreana n. sp. coreana n. subsp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",
,EA000020,Daeya-gul Cave,"Cavernocypris coreana (McKenzie, 1972)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cavernocypris,coreana,"(McKenzie, 1972)",238,adult,male | female,,,,238 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Gangwon-do,Yeongweol,"Gimsatgat-myeon, Jinbyeol-ri","Daeya-gul Cave, at Jinbyeol-ri, Hadong-myeon, Yeongweol-gun, Kangweon-do, South Korea.",,37.147990,128.550889,230,,,1966,04,14,1966/04/14,cave,,,11.6,7.8,,,,published record,‘Cypridopsis’ coreana n. sp. coreana n. subsp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",Coordinates approximate as not given in publication.
,EA000021,Kwangcheon-seon-gul Cave,"Cavernocypris coreana (McKenzie, 1972)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cavernocypris,coreana,"(McKenzie, 1972)",6,adult,female,,,,6 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Gangwon-do,Pyeongchang-gun,Daehwa-myeon,"Kwangcheon-seon-gul Cave, at Kwangcheon-ri, Daehwa-myeon, Pyeongchang- gun, Kangweon-do, South Korea.",,37.515556,128.452778,470,,,1966,04,16,1966/04/16,cave,,,7.0,7.4,,,,published record,‘Cypridopsis’ coreana n. sp. elongata n. subsp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",
,EA000022,Chilsibri-gul Cave,"Cavernocypris coreana (McKenzie, 1972)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cavernocypris,coreana,"(McKenzie, 1972)",72,adult,male | female,,,,72 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Gangwon-do,Chuncheon,Sabuk-myeon,"Chilsibri-gul Cave, at Pungchon, Sabug-myeon, Jeongseon-gun, Kangweondo, South Korea.",,38.012393,127.650765,550,,,1966,04,09,1966/04/09,cave,,,9.0,7.8,,,,published record,‘Cypridopsis’ coreana n. sp. coreana n. subsp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",Coordinates approximate as not given in publication.
,EA000023,Mosan-gul Cave,"Cavernocypris coreana (McKenzie, 1972)",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cavernocypris,coreana,"(McKenzie, 1972)",55,adult,male | female,,,,55 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Gyeongsangbuk-do,Mungyeong,"Gaeun-eup, Seongjeo-ri","Mosan-gul Cave, at Kwansan-ri, Ka'eun-myeon, Mun’gyeong-gun, Kyeongsang-puk-do, South Korea.",,36.622222,128.038611,190,,,1966,04,25,1966/04/25,cave,,,14.0,7.6,,,,published record,‘Cypridopsis’ coreana n. sp. elongata n. subsp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",
,EA000024,Yongdam-gul Cave,"Pseudocandona morimotoi (McKenzie, 1972)",Podocopida,Cypridoidea,Candonidae,Candoninae,Pseudocandona,morimotoi,"(McKenzie, 1972)",118,adult,male | female,,,,118 males & females,"McKenzie, Ken G.",Asia,,,,South Korea,Gangwon-do,Yeongweol,"Gimsatgat-myeon, Jinbyeol-ri","Yongdam-gul Cave, at Byeolli-dong, Hadong-myeon, Yeongweol-gun, Kangweon-do, South Korea.",,37.146667,128.541667,450,,,1966,04,12,1966/04/12,cave,,,13.0,8.2,,,,published record,Candona morimotoi n. sp.,"McKenzie, K. G. 1972. Results of the speleological survey in South Korea 1966 XXII. Subterranean Ostracoda from South Korea. Bulletin of the National Science Museum, Tokyo, 15 (1), 155–166. ",
,EA000025,"Okayama, North","Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,North of Prefecture,,,,35.066666,133.750000,,,,1969,4,,1969/4/,rice field,,,,,,,,published record,Dolerocypris fasciata nipponensis ssp. nov.,"Okubo, I. 1972. Freshwater Ostracoda from Japan, I. Two species of the genus Dolerocypris Kaufmann, 1900. Research Bulletin of Shujitsu Junior College, Okayama, 1, 41–60.",Found in rice fields rich in volcanic ash. Coordinates approximate.
,EA000026,"Okayama, North","Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,North of Prefecture,,,,35.066666,133.750000,,,,1969,5,,1969/5/,rice field,,,,,,,,published record,Dolerocypris fasciata nipponensis ssp. nov.,"Okubo, I. 1972. Freshwater Ostracoda from Japan, I. Two species of the genus Dolerocypris Kaufmann, 1900. Research Bulletin of Shujitsu Junior College, Okayama, 1, 41–60.",Found in rice fields rich in volcanic ash. Coordinates approximate.
,EA000027,Okayama,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1969,4,,1969/4/,,,,,,,,,published record,"Dolerocypris sinensis Sars, 1903","Okubo, I. 1972. Freshwater Ostracoda from Japan, I. Two species of the genus Dolerocypris Kaufmann, 1900. Research Bulletin of Shujitsu Junior College, Okayama, 1, 41–60.","No environmental data given, locality data is approx. mid point of prefecture as no specific data was given"
,EA000028,Okayama,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1969,5,,1969/5/,,,,,,,,,published record,"Dolerocypris sinensis Sars, 1903","Okubo, I. 1972. Freshwater Ostracoda from Japan, I. Two species of the genus Dolerocypris Kaufmann, 1900. Research Bulletin of Shujitsu Junior College, Okayama, 1, 41–60.","No environmental data given, locality data is approx. mid point of prefecture as no specific data was given"
,EA000029,Okayama,"Cypris granulata Daday, 1898 ",Podocopida,Cypridoidea,Cyprididae,Cypridinae,Cypris,granulata,"Daday, 1898 ",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1969,4,,1969/4/,rice field,,,,,,,,published record,"Cypris subglobosa Sowerby, 1840 ","Okubo, I. 1972. Freshwater Ostracoda from Japan, II. Cypris subglobosa Sowerby, 1840. Research Bulletin of Shujitsu Junior College, Okayama, 1, 61–72.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000030,Okayama,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1969,3,,1969/3/,,,,,,,,,published record,"Heterocypris incongruens (Ramdohr, 1808)","Okubo, I. 1972. Freshwater Ostracoda from Japan, IV. Heterocypris incongruens (Ramdohr, 1808). Research Bulletin of Shujitsu Junior College, Okayama, 1, 73–84.",Found in ditches and rush fields.  Locality data is approx. mid point of prefecture as no specific data was given.
,EA000031,Shimane,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,,Japan,Shimane Prefecture,,,,,35.066667,132.583330,,,,1970,11,,1970/11/,ditch,,,,,,,,published record,"Heterocypris incongruens (Ramdohr, 1808)","Okubo, I. 1972. Freshwater Ostracoda from Japan, IV. Heterocypris incongruens (Ramdohr, 1808). Research Bulletin of Shujitsu Junior College, Okayama, 1, 73–84.",Found in ditches and rush fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000032,Hachioji,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Tokyo,Hachioji,,,,35.666660,139.333300,,,,1970,5,,1970/5/,ditch,,,,,,,,published record,"Heterocypris incongruens (Ramdohr, 1808)","Okubo, I. 1972. Freshwater Ostracoda from Japan, IV. Heterocypris incongruens (Ramdohr, 1808). Research Bulletin of Shujitsu Junior College, Okayama, 1, 73–84.",Found in ditches and rush fields. Locality data is approximate.
,EA000033,Okayama,"Tanycypris alfonsi Nagler et al., 2014",Podocopida,Cypridoidea,Cyprididae,Cypricercinae,Tanycypris,alfonsi,"Nagler et al., 2014",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1968,5,,1968/5/,rice field,,,,,,,,published record,"Strandesia camaguinensis Tressler, 1937","Okubo, I. 1972. Strandesia camaguinensis Tressler, 1937, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 8, 9-14.",Locality data is approx. mid point of prefecture as no specific data was given.  Also reported from shallow ponds.
,EA000034,Okayama,"Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1969,3,,1969/3/,rice field,,,,,,,,published record,"Cypretta seurati Gauthier, 1929","Okubo, I. 1973. Cypretta seurati Gauthier, 1929, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 9, 1–6.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000035,Fukuoka,"Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Fukuoka Prefecture,,,,,33.550000,130.766670,,,,1970,3,,1970/3/,rice field,,,,,,,,published record,"Cypretta seurati Gauthier, 1929","Okubo, I. 1973. Cypretta seurati Gauthier, 1929, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 9, 1–6.",Ricefields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000036,Kagoshima,"Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Kyushu,Japan,Kagoshima Prefecture,,,,,31.566600,130.550000,,,,1970,2,,1970/2/,rice field,,,,,,,,published record,"Cypretta seurati Gauthier, 1929","Okubo, I. 1973. Cypretta seurati Gauthier, 1929, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 9, 1–6.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000037,Miyazaki,"Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Kyushu,Japan,Miyazaki Prefecture,,,,,32.233000,131.166670,,,,1970,2,,1970/2/,rice field,,,,,,,,published record,"Cypretta seurati Gauthier, 1929","Okubo, I. 1973. Cypretta seurati Gauthier, 1929, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 9, 1–6.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000038,Okayama,"Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1971,12,,1971/12/,rice field,,,,,,,,published record,"Cypretta seurati Gauthier, 1929","Okubo, I. 1973. Cypretta seurati Gauthier, 1929, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 9, 1–6.",Ricefields. Locality data is approx. mid point of prefecture as no specific data was given
