GENUS,SPECIES,SUBSPECIES,AUTHOR,YEAR,PUBLISHED?,REFERENCE,NAME IN REFERENCE,LONDEG,LONMIN,LONSEC,LATDEG,LATMIN,LATSEC,COUNTRY,REGION,LOCALITY,SITE,DAY,MONTH,YEAR,NO SPEC,MALES?,SEX RATIO,ALTITUDE,DEPTH,pH,TEMP,COND,ENVIRONMENT,NATURAL HABITAT,ARTIFICIAL HABITAT,DURATION,WATER CHEMISTRY,SUBSTRATE,VEGETATION,AGE,ZONE OF COLL,COMMENTS,VALIDATION STATUS OF COORDINATES
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-53,-58,54,19,26,England,North Yorkshire,Spaunton Moor,,,,,,U,,,,,,,LENTIC,POND,,,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Neglecandona,neglecta,,(Sars),1887,1,Fryer 1993,Candona neglecta Sars,0,-38,-22,53,47,2,England,Humberside,North Cave,North Cave,,,,,U,,,,,,,,,,,,,,,,,amber
Fabaeformiscandona,fabaeformis,,(Fischer),1851,1,Fryer 1993,Candona fabaeformis Fischer,0,-38,-22,53,47,2,England,Humberside,North Cave,North Cave,,,,,U,,,,,,,,,,,,,,,,,amber
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),0,-38,-22,53,47,2,England,Humberside,North Cave,North Cave,,,,,U,,,,,,,,,,,,,,,,,amber
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),0,-38,-22,53,47,2,England,Humberside,North Cave,North Cave,,,,,U,,,,,,,,,,,,,,,,,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-38,-22,53,47,2,England,Humberside,North Cave,North Cave,,,,,U,,,,,,,,,,,,,,,,,amber
Potamocypris,villosa,,(Jurine),1820,1,Fryer 1993,Potamocypris villosa (Jurine),0,-38,-22,53,47,2,England,Humberside,North Cave,North Cave,,,,,U,,,,,,,,,,,,,,,,,amber
Pseudocandona,insculpta,,(G.W. Mueller),1900,1,Fryer 1993,Candona insculpta G.W.Muller,0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Pseudocandona,compressa,,(Koch),1838,1,Fryer 1993,Candona compressa (Koch),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Ilyocypris,gibba,,(Ramdohr),1808,1,Fryer 1993,Ilyocypris gibba (Ramdohr),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Bradleycypris,obliqua,,(Brady),1868,1,Fryer 1993,Strandesia obliqua (Brady),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Fryer 1993,Darwinula stevensoni (Brady & Robertson),0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,,,,,,,,,,,,,,,,amber
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Fryer 1993,Limnocythere sanctipatrici Brady & Robertson,0,-48,-23,53,53,13,England,Humberside,Bielby,Pocklington Canal,,,,,U,,50,,,,,,,,,,,,,,,amber
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-15,-8,53,49,33,England,North Yorkshire,Scarthingwell,Scarthingwell Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-1,-15,-8,53,49,33,England,North Yorkshire,Scarthingwell,Scarthingwell Lake,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-15,-8,53,49,33,England,North Yorkshire,Scarthingwell,Scarthingwell Lake,,,,,U,,,,,,,,,,,,,,,,,green
Potamocypris,villosa,,(Jurine),1820,1,Fryer 1993,Potamocypris villosa (Jurine),-1,-15,-8,53,49,33,England,North Yorkshire,Scarthingwell,Scarthingwell Lake,,,,,U,,,,,,,,,,,,,,,,,green
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Fryer 1993,Darwinula stevensoni (Brady & Robertson),-1,-15,-8,53,49,33,England,North Yorkshire,Scarthingwell,Scarthingwell Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-1,-11,-6,53,24,2,England,South Yorkshire,Roche Abbey,Laughton Pond,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-11,-6,53,24,2,England,South Yorkshire,Roche Abbey,Laughton Pond,,,,,U,,,,,,,,,,,,,,,,,green
Neglecandona,neglecta,,(Sars),1887,1,Fryer 1993,Candona neglecta Sars,0,-49,-58,53,43,55,England,Humberside,Kilpin,Beechwood,,,,,U,,,,,,,,,,,,,,,,,amber
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),0,-49,-58,53,43,55,England,Humberside,Kilpin,Beechwood,,,,,U,,,,,,,,,,,,,,,,,amber
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),0,-49,-58,53,43,55,England,Humberside,Kilpin,Beechwood,,,,,U,,,,,,,,,,,,,,,,,amber
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),0,-49,-58,53,43,55,England,Humberside,Kilpin,Beechwood,,,,,U,,,,,,,,,,,,,,,,,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-49,-58,53,43,55,England,Humberside,Kilpin,Beechwood,,,,,U,,,,,,,,,,,,,,,,,amber
Potamocypris,villosa,,(Jurine),1820,1,Fryer 1993,Potamocypris villosa (Jurine),0,-49,-58,53,43,55,England,Humberside,Kilpin,Beechwood,,,,,U,,,,,,,,,,,,,,,,,amber
Pseudocandona,compressa,,(Koch),1838,1,Fryer 1993,Candona compressa (Koch),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Fabaeformiscandona,fabaeformis,,(Fischer),1851,1,Fryer 1993,Candona fabaeformis Fischer,-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-1,-4,53,42,5,England,North Yorkshire,Carlton Towers,Carlton Towers Lake,,,,,U,,,,,,,,,,,,,,,,,green
Candona,candida,,(O.F. Mueller),1776,1,Fryer 1993,Candona candida (O.F.Muller),-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Candona,weltneri,,Hartwig,1899,1,Fryer 1993,Candona weltneri Hartwig,-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Ilyocypris,bradyi,,Sars,1890,1,Fryer 1993,Ilyocypris bradyi Sars,-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Bradleycypris,obliqua,,(Brady),1868,1,Fryer 1993,Strandesia obliqua (Brady),-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Limnocythere,inopinata,,(Baird),1843,1,Fryer 1993,Limnocythere inopinata (Baird),-1,-8,0,54,9,38,England,North Yorkshire,Crayke,Pond Head,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),0,-58,-45,54,8,13,England,North Yorkshire,Terrington,,,,,,U,,,,,,,,,,,,,,,,,amber
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),0,-58,-45,54,8,13,England,North Yorkshire,Terrington,,,,,,U,,,,,,,,,,,,,,,,,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),0,-58,-45,54,8,13,England,North Yorkshire,Terrington,,,,,,U,,,,,,,,,,,,,,,,,amber
Bradleycypris,obliqua,,(Brady),1868,1,Fryer 1993,Strandesia obliqua (Brady),0,-58,-45,54,8,13,England,North Yorkshire,Terrington,,,,,,U,,,,,,,,,,,,,,,,,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-58,-45,54,8,13,England,North Yorkshire,Terrington,,,,,,U,,,,,,,,,,,,,,,,,amber
Candona,candida,,(O.F. Mueller),1776,1,Fryer 1993,Candona candida (O.F.Muler),0,-54,-35,54,7,37,England,North Yorkshire,Castle Howard,Great Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),0,-54,-35,54,7,37,England,North Yorkshire,Castle Howard,Great Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),0,-54,-35,54,7,37,England,North Yorkshire,Castle Howard,Great Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),0,-54,-35,54,7,37,England,North Yorkshire,Castle Howard,Great Lake,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),0,-54,-35,54,7,37,England,North Yorkshire,Castle Howard,Great Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-54,-35,54,7,37,England,North Yorkshire,Castle Howard,Great Lake,,,,,U,,,,,,,,,,,,,,,,,green
Candona,candida,,(O.F. Mueller),1776,1,Fryer 1993,Candona candida (O.F.Muller),-1,-15,-38,53,44,23,England,North Yorkshire,Poole,Poole Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),-1,-15,-38,53,44,23,England,North Yorkshire,Poole,Poole Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-1,-15,-38,53,44,23,England,North Yorkshire,Poole,Poole Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-15,-38,53,44,23,England,North Yorkshire,Poole,Poole Lake,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-15,-38,53,44,23,England,North Yorkshire,Poole,Poole Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-15,-38,53,44,23,England,North Yorkshire,Poole,Poole Lake,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-23,-43,53,39,4,England,West Yorkshire,Nostell Priory,Nostell Priory Lake,,,,,U,,,,,,,,,,,,,,,,,green
Bradleycypris,obliqua,,(Brady),1868,1,Fryer 1993,Strandesia obliqua (Brady),-1,-23,-43,53,39,4,England,West Yorkshire,Nostell Priory,Nostell Priory Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-23,-43,53,39,4,England,West Yorkshire,Nostell Priory,Nostell Priory Lake,,,,,U,,,,,,,,,,,,,,,,,green
Sarscypridopsis,aculeata,,(Costa),1847,1,Fryer 1993,Plesiocypridopsis aculeata (Costa) (=Cypridopsis aculeata),-1,-23,-43,53,39,4,England,West Yorkshire,Nostell Priory,Nostell Priory Lake,,,,,U,,,,,,,,,,,,,,,,,green
Limnocythere,inopinata,,(Baird),1843,1,Fryer 1993,Limnocythere inopinata (Baird),-1,-23,-43,53,39,4,England,West Yorkshire,Nostell Priory,Nostell Priory Lake,,,,,U,,,,,,,,,,,,,,,,,green
Neglecandona,neglecta,,(Sars),1887,1,Fryer 1993,Candona neglecta Sars,-1,-29,-52,53,38,14,England,West Yorkshire,Newmillerdam,Newmillerdam,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),-1,-29,-52,53,38,15,England,West Yorkshire,Newmillerdam,Newmillerdam,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-29,-52,53,38,14,England,West Yorkshire,Newmillerdam,Newmillerdam,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-1,-29,-52,53,38,14,England,West Yorkshire,Newmillerdam,Newmillerdam,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,intermedia,,Kaufmann,1900,1,Fryer 1993,Herpetocypris intermedia Kaufmann,-1,-29,-52,53,38,14,England,West Yorkshire,Newmillerdam,Newmillerdam,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-29,-52,53,38,14,England,West Yorkshire,Newmillerdam,Newmillerdam,,,,,U,,,,,,,,,,,,,,,,,green
Candona,candida,,(O.F. Mueller),1776,1,Fryer 1993,Candona candida (O.F.Muller),-1,-26,-34,53,37,36,England,West Yorkshire,Cold Hiendley,Cold Hiendley Reservoir,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-26,-34,53,37,36,England,West Yorkshire,Cold Hiendley,Cold Hiendley Reservoir,,,,,U,,,,,,,,,,,,,,,,,green
Bradleycypris,obliqua,,(Brady),1868,1,Fryer 1993,Strandesia obliqua (Brady),-1,-26,-34,53,37,36,England,West Yorkshire,Cold Hiendley,Cold Hiendley Reservoir,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-1,-26,-34,53,37,36,England,West Yorkshire,Cold Hiendley,Cold Hiendley Reservoir,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-26,-34,53,37,36,England,West Yorkshire,Cold Hiendley,Cold Hiendley Reservoir,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-1,-4,-44,53,50,13,England,North Yorkshire,Riccall,Wheel Hall,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-4,-44,53,50,13,England,North Yorkshire,Riccall,Wheel Hall,,,,,U,,,,,,,,,,,,,,,,,green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),-1,-4,-44,53,50,13,England,North Yorkshire,Riccall,Wheel Hall,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-1,-4,-44,53,50,13,England,North Yorkshire,Riccall,Wheel Hall,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-4,-44,53,50,13,England,North Yorkshire,Riccall,Wheel Hall,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-31,-59,54,10,5,England,North Yorkshire,Ripon,Queen Mary's Dubb,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),-1,-34,-18,54,2,23,England,North Yorkshire,Ripley,Ripley Castle Lower Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-1,-34,-18,54,2,23,England,North Yorkshire,Ripley,Ripley Castle Lower Lake,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-1,-34,-18,54,2,23,England,North Yorkshire,Ripley,Ripley Castle Lower Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-1,-34,-18,54,2,23,England,North Yorkshire,Ripley,Ripley Castle Lower Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-2,-7,-37,54,0,52,England,North Yorkshire,Eshton,Eshton Tarn,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-2,-7,-37,54,0,52,England,North Yorkshire,Eshton,Eshton Tarn,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-2,-7,-37,54,0,52,England,North Yorkshire,Eshton,Eshton Tarn,,,,,U,,,,,,,,,,,,,,,,,green
Candona,candida,,(O.F. Mueller),1776,1,Fryer 1993,Candona candida (O.F.Muller),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Pseudocandona,rostrata,,(Brady & Norman),1889,1,Fryer 1993,Candona rostrata Brady & Norman,-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Limnocythere,inopinata,,(Baird),1843,1,Fryer 1993,Limnocythere inopinata (Baird),-2,-9,-38,53,59,46,England,North Yorkshire,Coniston Hall,Coniston Hall Lake,,,,,U,,,,,,,,,,,,,,,,,green
Candona,candida,,(O.F. Mueller),1776,1,Fryer 1993,Candona candida (O.F.Muller),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Cyclocypris,laevis,,(O.F. Mueller),1776,1,Fryer 1993,Cyclocypris laevis (O.F.Muller),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Cypria,ophtalmica,,(Jurine),1820,1,Fryer 1993,Cypria ophthalmica (Jurine),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Ilyocypris,gibba,,(Ramdohr),1808,1,Fryer 1993,Ilyocypris gibba (Ramdohr),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Ilyocypris,decipiens,,Masi,1905,1,Fryer 1993,Ilyocypris decipiens Masi,0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Notodromas,monacha,,(O.F. Mueller),1776,1,Fryer 1993,Notodromas monacha (O.F.Muller),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Herpetocypris,reptans,,(Baird),1835,1,Fryer 1993,Herpetocypris reptans (Baird),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Herpetocypris,chevreuxi,,(Sars),1896,1,Fryer 1993,Herpetocypris chevreuxi (Sars),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Fryer 1993,Cypridopsis vidua (O.F.Muller),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Potamocypris,villosa,,(Jurine),1820,1,Fryer 1993,Potamocypris villosa (Jurine),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Limnocythere,inopinata,,(Baird),1843,1,Fryer 1993,Limnocythere inopinata (Baird),0,-49,-36,53,42,50,England,Humberside,Howden,Saltmarshe Delph,,,,,U,,5,,,,,LENTIC,,OTHER,PERMANENT,FRESHWATER,MUD,,,,"Saltmarshe Delph nature Reserve, Moorfields Lane, Skelton",green
Cyclocypris,ovum,,(Jurine),1820,1,Fryer 1993,Cyclocypris ovum (Jurine),-2,-13,-5,54,35,8,England,North Yorkshire,Middleton in Teesdale,Fish Lake,,,,,U,,426,,,,175,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,red
